content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
malaysia needs strategy urgent attention required,India,2018,October,"['malaysia', 'needs', 'strategy', 'urgent', 'attention', 'required']",0.0,0.735,0.265,0.2023,neutral
annual feature maybe people cant,India,2018,October,"['annual', 'feature', 'maybe', 'people', 'cant']",0.0,1.0,0.0,0.0,neutral
another insanely hot humid day cant wait winter,India,2018,October,"['another', 'insanely', 'hot', 'humid', 'day', 'cant', 'wait', 'winter']",0.0,1.0,0.0,0.0,neutral
brief introduction projects executed social echo,India,2018,October,"['brief', 'introduction', 'projects', 'executed', 'social', 'echo']",0.0,1.0,0.0,0.0,neutral
people directly responsible talking saving,India,2018,October,"['people', 'directly', 'responsible', 'talking', 'saving']",0.0,0.635,0.365,0.3182,positive
sir appreciate whatever help work done srikakulam disrictu r great leaderas majoor cause cycloneswhy cant take preliminary steps like banning single plastics stateplease ban single plastics,India,2018,October,"['sir', 'appreciate', 'whatever', 'help', 'work', 'done', 'srikakulam', 'disrictu', 'r', 'great', 'leaderas', 'majoor', 'cause', 'cycloneswhy', 'cant', 'take', 'preliminary', 'steps', 'like', 'banning', 'single', 'plastics', 'stateplease', 'ban', 'single', 'plastics']",0.101,0.562,0.337,0.8126,positive
rocket science,India,2018,October,"['rocket', 'science']",0.0,1.0,0.0,0.0,neutral
due less trees less rains,India,2018,October,"['due', 'less', 'trees', 'less', 'rains']",0.0,1.0,0.0,0.0,neutral
apparently never rains bucketing since arrived,India,2018,October,"['apparently', 'never', 'rains', 'bucketing', 'since', 'arrived']",0.0,1.0,0.0,0.0,neutral
unnecessary paradox stop planet wont need acs anymore,India,2018,October,"['unnecessary', 'paradox', 'stop', 'planet', 'wont', 'need', 'acs', 'anymore']",0.375,0.625,0.0,-0.3818,negative
else save earth also,India,2018,October,"['else', 'save', 'earth', 'also']",0.0,0.484,0.516,0.4939,positive
need natural air coolers conditionersplant,India,2018,October,"['need', 'natural', 'air', 'coolers', 'conditionersplant']",0.0,0.615,0.385,0.3612,positive
2nd scariest thing worldfeeling something touched legs water still remains first,India,2018,October,"['2nd', 'scariest', 'thing', 'worldfeeling', 'something', 'touched', 'legs', 'water', 'still', 'remains', 'first']",0.0,1.0,0.0,0.0,neutral
together team symantec planted 140 trees service week initiativetrees help curb fight pollutionwe involved students arranged session importance planting trees,India,2018,October,"['together', 'team', 'symantec', 'planted', '140', 'trees', 'service', 'week', 'initiativetrees', 'help', 'curb', 'fight', 'pollutionwe', 'involved', 'students', 'arranged', 'session', 'importance', 'planting', 'trees']",0.105,0.685,0.21,0.3818,positive
wish would kill following ten bad system poor delivery system exploitation bad bigotry peace prevail everywhere,India,2018,October,"['wish', 'would', 'kill', 'following', 'ten', 'bad', 'system', 'poor', 'delivery', 'system', 'exploitation', 'bad', 'bigotry', 'peace', 'prevail', 'everywhere']",0.477,0.323,0.2,-0.8625,negative
mr ravan enjoyed last one hour incessant untimely rains,India,2018,October,"['mr', 'ravan', 'enjoyed', 'last', 'one', 'hour', 'incessant', 'untimely', 'rains']",0.0,0.708,0.292,0.5106,positive
ch must srart community level first,India,2018,October,"['ch', 'must', 'srart', 'community', 'level', 'first']",0.0,1.0,0.0,0.0,neutral
great energy generation energy amp carbon footprint visit,India,2018,October,"['great', 'energy', 'generation', 'energy', 'amp', 'carbon', 'footprint', 'visit']",0.0,0.376,0.624,0.8074,positive
certain things way important concerned like intolerance population blast importantly peace happiness,India,2018,October,"['certain', 'things', 'way', 'important', 'concerned', 'like', 'intolerance', 'population', 'blast', 'importantly', 'peace', 'happiness']",0.0,0.275,0.725,0.93,positive
summer leave month end september come back summer weather talk whatever called,India,2018,October,"['summer', 'leave', 'month', 'end', 'september', 'come', 'back', 'summer', 'weather', 'talk', 'whatever', 'called']",0.098,0.902,0.0,-0.0516,neutral
answer whats would plainly reply weather experienced today october practical answer whats,India,2018,October,"['answer', 'whats', 'would', 'plainly', 'reply', 'weather', 'experienced', 'today', 'october', 'practical', 'answer', 'whats']",0.0,1.0,0.0,0.0,neutral
contributing prevent fresh o2 everyday oven,India,2018,October,"['contributing', 'prevent', 'fresh', 'o2', 'everyday', 'oven']",0.0,0.541,0.459,0.34,positive
created new normal arctic thinner blanket sea ice susceptible seasonal variation nasa research,India,2018,October,"['created', 'new', 'normal', 'arctic', 'thinner', 'blanket', 'sea', 'ice', 'susceptible', 'seasonal', 'variation', 'nasa', 'research']",0.0,0.857,0.143,0.25,neutral
sense responsibility action lies one aromar revi director iihs amp lead co author ipcc report impact hindu,India,2018,October,"['sense', 'responsibility', 'action', 'lies', 'one', 'aromar', 'revi', 'director', 'iihs', 'amp', 'lead', 'co', 'author', 'ipcc', 'report', 'impact', 'hindu']",0.149,0.851,0.0,-0.4215,negative
heading turkey guided tour number 5 disclaimer reads sightseeing places subject erratic weather conditions caused changeguess theyre totally convinced weather caused,India,2018,October,"['heading', 'turkey', 'guided', 'tour', 'number', '5', 'disclaimer', 'reads', 'sightseeing', 'places', 'subject', 'erratic', 'weather', 'conditions', 'caused', 'changeguess', 'theyre', 'totally', 'convinced', 'weather', 'caused']",0.0,0.807,0.193,0.5095,positive
im cool bt made hot,India,2018,October,"['im', 'cool', 'bt', 'made', 'hot']",0.0,0.635,0.365,0.3182,positive
ipcc keeps feeding addiction,India,2018,October,"['ipcc', 'keeps', 'feeding', 'addiction']",0.0,1.0,0.0,0.0,neutral
never stop decision makers think like absolutely stupid,India,2018,October,"['never', 'stop', 'decision', 'makers', 'think', 'like', 'absolutely', 'stupid']",0.282,0.382,0.335,-0.0785,neutral
letting trees live development mean destruction noida already sewn destruction huge forest areas ugly synergetic parks,India,2018,October,"['letting', 'trees', 'live', 'development', 'mean', 'destruction', 'noida', 'already', 'sewn', 'destruction', 'huge', 'forest', 'areas', 'ugly', 'synergetic', 'parks']",0.428,0.48,0.092,-0.8555,negative
weve talking issues yet progression slow cambodia uses 5 millions plastic per month wtf,India,2018,October,"['weve', 'talking', 'issues', 'yet', 'progression', 'slow', 'cambodia', 'uses', '5', 'millions', 'plastic', 'per', 'month', 'wtf']",0.241,0.759,0.0,-0.5859,negative
neku planting trees rate deforestation wont help even help 10 burning fossil fuelseating beef exponential rate last year causing,India,2018,October,"['neku', 'planting', 'trees', 'rate', 'deforestation', 'wont', 'help', 'even', 'help', '10', 'burning', 'fossil', 'fuelseating', 'beef', 'exponential', 'rate', 'last', 'year', 'causing']",0.21,0.79,0.0,-0.5448,negative
18 yrs disputing cherrypicked 1998 superel nino claim stopped quietened 1998 temps getting exceeded nonel nino yrs theyre using 2016 superel nino repeat fallacy 2016 new 1998,India,2018,October,"['18', 'yrs', 'disputing', 'cherrypicked', '1998', 'superel', 'nino', 'claim', 'stopped', 'quietened', '1998', 'temps', 'getting', 'exceeded', 'nonel', 'nino', 'yrs', 'theyre', 'using', '2016', 'superel', 'nino', 'repeat', 'fallacy', '2016', 'new', '1998']",0.155,0.845,0.0,-0.5574,negative
news renewable energy safest energy reduce warmingwind powersolar powerhydral powertidal energy seapower wastebio energy ch4methanenuclear powerthese many ways avilala reduce greenhouse gas atmosphere,India,2018,October,"['news', 'renewable', 'energy', 'safest', 'energy', 'reduce', 'warmingwind', 'powersolar', 'powerhydral', 'powertidal', 'energy', 'seapower', 'wastebio', 'energy', 'ch4methanenuclear', 'powerthese', 'many', 'ways', 'avilala', 'reduce', 'greenhouse', 'gas', 'atmosphere']",0.0,0.619,0.381,0.8442,positive
sister prathyusha renewable energy safest energy reduce warmingwind powersolar powerhydral powertidal energy seapower wastebio energy ch4methanenuclear powerthese many ways avilala reduce,India,2018,October,"['sister', 'prathyusha', 'renewable', 'energy', 'safest', 'energy', 'reduce', 'warmingwind', 'powersolar', 'powerhydral', 'powertidal', 'energy', 'seapower', 'wastebio', 'energy', 'ch4methanenuclear', 'powerthese', 'many', 'ways', 'avilala', 'reduce']",0.0,0.59,0.41,0.8442,positive
plans tonight tip screening documentary f9 park reasons 1 pak one 10 affected countries 2 features,India,2018,October,"['plans', 'tonight', 'tip', 'screening', 'documentary', 'f9', 'park', 'reasons', '1', 'pak', 'one', '10', 'affected', 'countries', '2', 'features']",0.11,0.89,0.0,-0.1531,neutral
prime minister believes cares environment,India,2018,October,"['prime', 'minister', 'believes', 'cares', 'environment']",0.0,0.571,0.429,0.4588,positive
boatmen buriganga river bangladesh demonstrate favour keeping 15 degrees,India,2018,October,"['boatmen', 'buriganga', 'river', 'bangladesh', 'demonstrate', 'favour', 'keeping', '15', 'degrees']",0.0,0.734,0.266,0.4404,positive
trivedi could game changing innovative idea works really well already worried precisely horrible status scene across globe point time,India,2018,October,"['trivedi', 'could', 'game', 'changing', 'innovative', 'idea', 'works', 'really', 'well', 'already', 'worried', 'precisely', 'horrible', 'status', 'scene', 'across', 'globe', 'point', 'time']",0.227,0.571,0.202,-0.1706,neutral
dear eu leaders suing 15c limit,India,2018,October,"['dear', 'eu', 'leaders', 'suing', '15c', 'limit']",0.241,0.46,0.299,0.128,neutral
gets everyone want attack stall technological progress fix warmingcars burning fuel invest innovate electriccrypto consuming much electricity invest taking grid innovate efficient hardware,India,2018,October,"['gets', 'everyone', 'want', 'attack', 'stall', 'technological', 'progress', 'fix', 'warmingcars', 'burning', 'fuel', 'invest', 'innovate', 'electriccrypto', 'consuming', 'much', 'electricity', 'invest', 'taking', 'grid', 'innovate', 'efficient', 'hardware']",0.143,0.468,0.389,0.8126,positive
green vegansave world,India,2018,October,"['green', 'vegansave', 'world']",0.0,1.0,0.0,0.0,neutral
eyeopener made realize something hadnt aware exampleal gores movie inconvenient truth real eyeopener hadnt really understood serious saw,India,2018,October,"['eyeopener', 'made', 'realize', 'something', 'hadnt', 'aware', 'exampleal', 'gores', 'movie', 'inconvenient', 'truth', 'real', 'eyeopener', 'hadnt', 'really', 'understood', 'serious', 'saw']",0.114,0.71,0.176,0.0844,neutral
ipccs report matters temperature rises,India,2018,October,"['ipccs', 'report', 'matters', 'temperature', 'rises']",0.0,0.784,0.216,0.0258,neutral
dear sister prathyusha congratulations achievement hyderabad didnt replied small help could achieve issuehence purely supporting withdrawal pseudo globalism,India,2018,October,"['dear', 'sister', 'prathyusha', 'congratulations', 'achievement', 'hyderabad', 'didnt', 'replied', 'small', 'help', 'could', 'achieve', 'issuehence', 'purely', 'supporting', 'withdrawal', 'pseudo', 'globalism']",0.086,0.494,0.42,0.8322,positive
todays roots indonesias genocidal past joshua oppenheimer,India,2018,October,"['todays', 'roots', 'indonesias', 'genocidal', 'past', 'joshua', 'oppenheimer']",0.0,1.0,0.0,0.0,neutral
scenes european country beloved pakistan person educating students pmpm planting treepm telling effects warmingpm initiating collection garbage,India,2018,October,"['scenes', 'european', 'country', 'beloved', 'pakistan', 'person', 'educating', 'students', 'pmpm', 'planting', 'treepm', 'telling', 'effects', 'warmingpm', 'initiating', 'collection', 'garbage']",0.0,0.829,0.171,0.5106,positive
scenes european country beloved pakistan person educating students pmpm planting treepm telling effects warmingpm initiating collection garbage,India,2018,October,"['scenes', 'european', 'country', 'beloved', 'pakistan', 'person', 'educating', 'students', 'pmpm', 'planting', 'treepm', 'telling', 'effects', 'warmingpm', 'initiating', 'collection', 'garbage']",0.0,0.829,0.171,0.5106,positive
pakistan must shift today towards ch report confirms rapid farreaching unprecedented changes aspects society required limit 15 c,India,2018,October,"['pakistan', 'must', 'shift', 'today', 'towards', 'ch', 'report', 'confirms', 'rapid', 'farreaching', 'unprecedented', 'changes', 'aspects', 'society', 'required', 'limit', '15', 'c']",0.0,1.0,0.0,0.0,neutral
thermostat daily showers far serious glaciers coastlines deltas monsoon patterns floods disasters cropping patterns food security half degree big deal,India,2018,October,"['thermostat', 'daily', 'showers', 'far', 'serious', 'glaciers', 'coastlines', 'deltas', 'monsoon', 'patterns', 'floods', 'disasters', 'cropping', 'patterns', 'food', 'security', 'half', 'degree', 'big', 'deal']",0.202,0.7,0.099,-0.3612,negative
bad environment cattle rearing leading cause vad idea kill animals wonder bollywood amateurpls evolve,India,2018,October,"['bad', 'environment', 'cattle', 'rearing', 'leading', 'cause', 'vad', 'idea', 'kill', 'animals', 'wonder', 'bollywood', 'amateurpls', 'evolve']",0.406,0.594,0.0,-0.8481,negative
limiting would require huge restructuring energy system across globe story making headlines,India,2018,October,"['limiting', 'would', 'require', 'huge', 'restructuring', 'energy', 'system', 'across', 'globe', 'story', 'making', 'headlines']",0.0,0.694,0.306,0.5267,positive
banned term shocking florida residence let happened even shocking,India,2018,October,"['banned', 'term', 'shocking', 'florida', 'residence', 'let', 'happened', 'even', 'shocking']",0.583,0.417,0.0,-0.8126,negative
foundation stop,India,2018,October,"['foundation', 'stop']",0.688,0.312,0.0,-0.296,neutral
demanding ban meat export relevance local consumption world scnerio changing rapidly globally thinkers amp policy makers calling mitigate meat production amp encougraing vegetarianism mitigate impact,India,2018,October,"['demanding', 'ban', 'meat', 'export', 'relevance', 'local', 'consumption', 'world', 'scnerio', 'changing', 'rapidly', 'globally', 'thinkers', 'amp', 'policy', 'makers', 'calling', 'mitigate', 'meat', 'production', 'amp', 'encougraing', 'vegetarianism', 'mitigate', 'impact']",0.193,0.807,0.0,-0.6705,negative
man talk last night one behind,India,2018,October,"['man', 'talk', 'last', 'night', 'one', 'behind']",0.0,1.0,0.0,0.0,neutral
trail destruction florida must solidarity consequences around world hope united state authorities notice environmental conventions paris,India,2018,October,"['trail', 'destruction', 'florida', 'must', 'solidarity', 'consequences', 'around', 'world', 'hope', 'united', 'state', 'authorities', 'notice', 'environmental', 'conventions', 'paris']",0.157,0.508,0.335,0.4939,positive
realstill astonishing people high positions think hoax,India,2018,October,"['realstill', 'astonishing', 'people', 'high', 'positions', 'think', 'hoax']",0.259,0.741,0.0,-0.2732,neutral
reason behind,India,2018,October,"['reason', 'behind']",0.0,1.0,0.0,0.0,neutral
mamthis reminds funny saying modi ji environment changing changed saying reason behind environment changewhy talks rubbish,India,2018,October,"['mamthis', 'reminds', 'funny', 'saying', 'modi', 'ji', 'environment', 'changing', 'changed', 'saying', 'reason', 'behind', 'environment', 'changewhy', 'talks', 'rubbish']",0.0,0.838,0.162,0.4404,positive
remember folks disputing anthropogenic like others co2 increases bring positive benefits disputing agw cherry pick fallacious arguments,India,2018,October,"['remember', 'folks', 'disputing', 'anthropogenic', 'like', 'others', 'co2', 'increases', 'bring', 'positive', 'benefits', 'disputing', 'agw', 'cherry', 'pick', 'fallacious', 'arguments']",0.291,0.396,0.313,0.1531,neutral
symptoms cyclones becoming monstrous,India,2018,October,"['symptoms', 'cyclones', 'becoming', 'monstrous']",0.0,1.0,0.0,0.0,neutral
like watching opening scene post apocalyptic movie real guys,India,2018,October,"['like', 'watching', 'opening', 'scene', 'post', 'apocalyptic', 'movie', 'real', 'guys']",0.317,0.504,0.18,-0.4404,negative
places want travel back especially pacific islands due water rising,India,2018,October,"['places', 'want', 'travel', 'back', 'especially', 'pacific', 'islands', 'due', 'water', 'rising']",0.0,0.874,0.126,0.0772,neutral
half degree big deal,India,2018,October,"['half', 'degree', 'big', 'deal']",0.0,1.0,0.0,0.0,neutral
whats real story behind tigress government determined kill something ponder,India,2018,October,"['whats', 'real', 'story', 'behind', 'tigress', 'government', 'determined', 'kill', 'something', 'ponder']",0.311,0.53,0.159,-0.5106,negative
blame include politicians educating illiterate semiliterate literate consequences land degradation water depletion caste need bookish sharing knowledge,India,2018,October,"['blame', 'include', 'politicians', 'educating', 'illiterate', 'semiliterate', 'literate', 'consequences', 'land', 'degradation', 'water', 'depletion', 'caste', 'need', 'bookish', 'sharing', 'knowledge']",0.257,0.619,0.124,-0.4588,negative
crux matter usa participate otherwise survival question natural disater followed deforestation population increase eat many countries islands dependent otheressential,India,2018,October,"['crux', 'matter', 'usa', 'participate', 'otherwise', 'survival', 'question', 'natural', 'disater', 'followed', 'deforestation', 'population', 'increase', 'eat', 'many', 'countries', 'islands', 'dependent', 'otheressential']",0.0,0.731,0.269,0.5994,positive
world concerned india euro 5 new vehicles lights always position causing carbon emissions europe foggy condition mostly plz correction euro 5 india,India,2018,October,"['world', 'concerned', 'india', 'euro', '5', 'new', 'vehicles', 'lights', 'always', 'position', 'causing', 'carbon', 'emissions', 'europe', 'foggy', 'condition', 'mostly', 'plz', 'correction', 'euro', '5', 'india']",0.0,0.936,0.064,0.0772,neutral
real,India,2018,October,['real'],0.0,1.0,0.0,0.0,neutral
science crystal clear limiting 15c absolutely vital urgent collective unprecedented action required international community,India,2018,October,"['science', 'crystal', 'clear', 'limiting', '15c', 'absolutely', 'vital', 'urgent', 'collective', 'unprecedented', 'action', 'required', 'international', 'community']",0.0,0.605,0.395,0.7328,positive
even 20 years future hurricane hits decline gdp time include effects policy making ow catastrophes take back amp,India,2018,October,"['even', '20', 'years', 'future', 'hurricane', 'hits', 'decline', 'gdp', 'time', 'include', 'effects', 'policy', 'making', 'ow', 'catastrophes', 'take', 'back', 'amp']",0.0,1.0,0.0,0.0,neutral
responsibleits one straw one disposable cup one plastic bag 74 billion people,India,2018,October,"['responsibleits', 'one', 'straw', 'one', 'disposable', 'cup', 'one', 'plastic', 'bag', '74', 'billion', 'people']",0.0,1.0,0.0,0.0,neutral
countries contributed around 83 one getting affected impacts highly skewed towards low middle income countries,India,2018,October,"['countries', 'contributed', 'around', '83', 'one', 'getting', 'affected', 'impacts', 'highly', 'skewed', 'towards', 'low', 'middle', 'income', 'countries']",0.234,0.766,0.0,-0.4522,negative
wondering prepared limiting 15c investments coal power plants present transport systems infastructure built continue burn carbon least decade reengineered,India,2018,October,"['wondering', 'prepared', 'limiting', '15c', 'investments', 'coal', 'power', 'plants', 'present', 'transport', 'systems', 'infastructure', 'built', 'continue', 'burn', 'carbon', 'least', 'decade', 'reengineered']",0.0,0.905,0.095,0.2263,neutral
factbox un report keeping 15 degrees celsius article amp reuters,India,2018,October,"['factbox', 'un', 'report', 'keeping', '15', 'degrees', 'celsius', 'article', 'amp', 'reuters']",0.0,1.0,0.0,0.0,neutral
source,India,2018,October,['source'],0.0,1.0,0.0,0.0,neutral
small nuclear war could reverse years,India,2018,October,"['small', 'nuclear', 'war', 'could', 'reverse', 'years']",0.438,0.562,0.0,-0.5994,negative
high time gotta understand impact,India,2018,October,"['high', 'time', 'got', 'ta', 'understand', 'impact']",0.0,1.0,0.0,0.0,neutral
carry burden manmade hazards must pay get benefitted shrugging responsibility preferential treatment meted every ordinary citizen,India,2018,October,"['carry', 'burden', 'manmade', 'hazards', 'must', 'pay', 'get', 'benefitted', 'shrugging', 'responsibility', 'preferential', 'treatment', 'meted', 'every', 'ordinary', 'citizen']",0.215,0.65,0.135,-0.1531,neutral
mr champion earth allowed 142 hectares forest land mininggod save india adani power plant gets 142 hectares forest land nagpur news times india,India,2018,October,"['mr', 'champion', 'earth', 'allowed', '142', 'hectares', 'forest', 'land', 'mininggod', 'save', 'india', 'adani', 'power', 'plant', 'gets', '142', 'hectares', 'forest', 'land', 'nagpur', 'news', 'times', 'india']",0.0,0.747,0.253,0.7964,positive
bring effect pollution rely regulations intensify competition innovate reduce effects increasing profit,India,2018,October,"['bring', 'effect', 'pollution', 'rely', 'regulations', 'intensify', 'competition', 'innovate', 'reduce', 'effects', 'increasing', 'profit']",0.0,0.621,0.379,0.7269,positive
serious cause helped scientists phd youtube passing around stupid facts,India,2018,October,"['serious', 'cause', 'helped', 'scientists', 'phd', 'youtube', 'passing', 'around', 'stupid', 'facts']",0.37,0.63,0.0,-0.5719,negative
ch need limit 15 degree celsius keeping viewthe impending doom,India,2018,October,"['ch', 'need', 'limit', '15', 'degree', 'celsius', 'keeping', 'viewthe', 'impending', 'doom']",0.231,0.769,0.0,-0.4019,negative
ch report 15c one important reports ever published limiting temperature increase requires unprecedented changes society huge benefits every half degree matters,India,2018,October,"['ch', 'report', '15c', 'one', 'important', 'reports', 'ever', 'published', 'limiting', 'temperature', 'increase', 'requires', 'unprecedented', 'changes', 'society', 'huge', 'benefits', 'every', 'half', 'degree', 'matters']",0.0,0.613,0.387,0.7964,positive
hoaxits clothes wearing,India,2018,October,"['hoaxits', 'clothes', 'wearing']",0.0,1.0,0.0,0.0,neutral
dear media indiai request folded hands least 1 program dedicated environment telecast also participate mobile etc sir serious issue iits serious political religious issues,India,2018,October,"['dear', 'media', 'indiai', 'request', 'folded', 'hands', 'least', '1', 'program', 'dedicated', 'environment', 'telecast', 'also', 'participate', 'mobile', 'etc', 'sir', 'serious', 'issue', 'iits', 'serious', 'political', 'religious', 'issues']",0.096,0.699,0.206,0.6124,positive
decreasing cover one major reasons behind increasing amp esp urban areas also experiencing vulnerability heat island effects reduced thru urban forests experts,India,2018,October,"['decreasing', 'cover', 'one', 'major', 'reasons', 'behind', 'increasing', 'amp', 'esp', 'urban', 'areas', 'also', 'experiencing', 'vulnerability', 'heat', 'island', 'effects', 'reduced', 'thru', 'urban', 'forests', 'experts']",0.083,0.917,0.0,-0.2263,neutral
solution media share public,India,2018,October,"['solution', 'media', 'share', 'public']",0.0,0.308,0.692,0.5423,positive
happened today earth supposedly getting warmer colder mild,India,2018,October,"['happened', 'today', 'earth', 'supposedly', 'getting', 'warmer', 'colder', 'mild']",0.0,0.761,0.239,0.296,neutral
per intergovernmental panel 15c reportthere 12 yrs left f kept maxof 15ceven 05 degrees increases risks amp f hundreds millions people,India,2018,October,"['per', 'intergovernmental', 'panel', '15c', 'reportthere', '12', 'yrs', 'left', 'f', 'kept', 'maxof', '15ceven', '05', 'degrees', 'increases', 'risks', 'amp', 'f', 'hundreds', 'millions', 'people']",0.104,0.896,0.0,-0.2732,neutral
scary,India,2018,October,['scary'],1.0,0.0,0.0,-0.4939,negative
ipcc 50mn ppl india hit 2100 15c raise temp 2100 worrying factor,India,2018,October,"['ipcc', '50mn', 'ppl', 'india', 'hit', '2100', '15c', 'raise', 'temp', '2100', 'worrying', 'factor']",0.179,0.821,0.0,-0.34,negative
half degreeof big dealbring serious awareness starting frm malaysiaeverybody talks abt bt million ppl died last month due unstable n,India,2018,October,"['half', 'degreeof', 'big', 'dealbring', 'serious', 'awareness', 'starting', 'frm', 'malaysiaeverybody', 'talks', 'abt', 'bt', 'million', 'ppl', 'died', 'last', 'month', 'due', 'unstable', 'n']",0.316,0.684,0.0,-0.7506,negative
horrible amma,India,2018,October,"['horrible', 'amma']",0.778,0.222,0.0,-0.5423,negative
congrats winning work amp reality amp happening amp regards founder,India,2018,October,"['congrats', 'winning', 'work', 'amp', 'reality', 'amp', 'happening', 'amp', 'regards', 'founder']",0.0,0.541,0.459,0.7783,positive
recommend anyone uae talk radio let,India,2018,October,"['recommend', 'anyone', 'uae', 'talk', 'radio', 'let']",0.0,0.667,0.333,0.3612,positive
work serious issue since long time take serious steps everywhere,India,2018,October,"['work', 'serious', 'issue', 'since', 'long', 'time', 'take', 'serious', 'steps', 'everywhere']",0.245,0.755,0.0,-0.1531,neutral
india pak need fight india pakistan worst affected earth gets warmer,India,2018,October,"['india', 'pak', 'need', 'fight', 'india', 'pakistan', 'worst', 'affected', 'earth', 'gets', 'warmer']",0.474,0.4,0.126,-0.7269,negative
biggest problem world facing right todays show im discussing solutions mind individuals could help save planet let,India,2018,October,"['biggest', 'problem', 'world', 'facing', 'right', 'todays', 'show', 'im', 'discussing', 'solutions', 'mind', 'individuals', 'could', 'help', 'save', 'planet', 'let']",0.116,0.558,0.326,0.5994,positive
scar coverup,India,2018,October,"['scar', 'coverup']",0.0,1.0,0.0,0.0,neutral
mans worst nightmare clean atmosphere stands amp recognised father swach world make young indian citizens future safe amp secure creat green india wage war carbonjai hind,India,2018,October,"['mans', 'worst', 'nightmare', 'clean', 'atmosphere', 'stands', 'amp', 'recognised', 'father', 'swach', 'world', 'make', 'young', 'indian', 'citizens', 'future', 'safe', 'amp', 'secure', 'creat', 'green', 'india', 'wage', 'war', 'carbonjai', 'hind']",0.216,0.568,0.216,-0.25,neutral
tackling requires unprecedented changes society time public mobilization take action hold business govt leaders responsible,India,2018,October,"['tackling', 'requires', 'unprecedented', 'changes', 'society', 'time', 'public', 'mobilization', 'take', 'action', 'hold', 'business', 'govt', 'leaders', 'responsible']",0.0,0.859,0.141,0.3182,positive
great thawnepal lost onethird permanent ice past 40 years due ajaya,India,2018,October,"['great', 'thawnepal', 'lost', 'onethird', 'permanent', 'ice', 'past', '40', 'years', 'due', 'ajaya']",0.149,0.584,0.266,0.4215,positive
ch report warns rapid changes needed stem catastrophic cnn,India,2018,October,"['ch', 'report', 'warns', 'rapid', 'changes', 'needed', 'stem', 'catastrophic', 'cnn']",0.397,0.603,0.0,-0.5574,negative
deadly heatwaves could hit india report india news times india,India,2018,October,"['deadly', 'heatwaves', 'could', 'hit', 'india', 'report', 'india', 'news', 'times', 'india']",0.0,1.0,0.0,0.0,neutral
ans classic gin martinistop need ice martini sanejourno fernandes bony,India,2018,October,"['ans', 'classic', 'gin', 'martinistop', 'need', 'ice', 'martini', 'sanejourno', 'fernandes', 'bony']",0.0,1.0,0.0,0.0,neutral
huge risk passes 15c warns landmark un report,India,2018,October,"['huge', 'risk', 'passes', '15c', 'warns', 'landmark', 'un', 'report']",0.315,0.36,0.324,0.0258,neutral
body urgent collective actions required limiting,India,2018,October,"['body', 'urgent', 'collective', 'actions', 'required', 'limiting']",0.0,0.735,0.265,0.2023,neutral
un report carries lifeordeath warning,India,2018,October,"['un', 'report', 'carries', 'lifeordeath', 'warning']",0.375,0.625,0.0,-0.34,negative
calls farreaching changes fight,India,2018,October,"['calls', 'farreaching', 'changes', 'fight']",0.464,0.536,0.0,-0.3818,negative
prof joseph e stiglitz columbia university speaking khazanah megatrends forum 18 lost balance economies need collective actions restore balance striving balance economies politics society,India,2018,October,"['prof', 'joseph', 'e', 'stiglitz', 'columbia', 'university', 'speaking', 'khazanah', 'megatrends', 'forum', '18', 'lost', 'balance', 'economies', 'need', 'collective', 'actions', 'restore', 'balance', 'striving', 'balance', 'economies', 'politics', 'society']",0.09,0.824,0.086,-0.0258,neutral
deadly heatwaves could hit report,India,2018,October,"['deadly', 'heatwaves', 'could', 'hit', 'report']",0.0,1.0,0.0,0.0,neutral
melting mountains like ice cream cone dramatic glimpse changing landscape temperature scenario impacts catastrophic,India,2018,October,"['melting', 'mountains', 'like', 'ice', 'cream', 'cone', 'dramatic', 'glimpse', 'changing', 'landscape', 'temperature', 'scenario', 'impacts', 'catastrophic']",0.181,0.678,0.141,-0.1779,neutral
special report 15c released 1000 kst 0100 gmt 0300 cest monday livestream press conference full details,India,2018,October,"['special', 'report', '15c', 'released', '1000', 'kst', '0100', 'gmt', '0300', 'cest', 'monday', 'livestream', 'press', 'conference', 'full', 'details']",0.0,0.847,0.153,0.4019,positive
special report 15c released 1000 kst 0100 gmt 0300 cest monday livestream press conference full details,India,2018,October,"['special', 'report', '15c', 'released', '1000', 'kst', '0100', 'gmt', '0300', 'cest', 'monday', 'livestream', 'press', 'conference', 'full', 'details']",0.0,0.847,0.153,0.4019,positive
raja theres lack data support claim less freshwater flow rivers supposed increase precipitation subsequently increase rain snow fall floods flow rivers,India,2018,October,"['raja', 'theres', 'lack', 'data', 'support', 'claim', 'less', 'freshwater', 'flow', 'rivers', 'supposed', 'increase', 'precipitation', 'subsequently', 'increase', 'rain', 'snow', 'fall', 'floods', 'flow', 'rivers']",0.086,0.639,0.274,0.6124,positive
knows country wont survive crisis something whats point building something gonna fall years want childrens children island paradise,India,2018,October,"['knows', 'country', 'wont', 'survive', 'crisis', 'something', 'whats', 'point', 'building', 'something', 'gon', 'na', 'fall', 'years', 'want', 'childrens', 'children', 'island', 'paradise']",0.0,0.63,0.37,0.8314,positive
