content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
40 chance temperatures reach 15c preindustrial levels next five years odds risingthe 2015 paris accord set goal keeping temperature rises threshold prevent worst effects,africa,2021,May,"['40', 'chance', 'temperatures', 'reach', '15c', 'preindustrial', 'levels', 'next', 'five', 'years', 'odds', 'risingthe', '2015', 'paris', 'accord', 'set', 'goal', 'keeping', 'temperature', 'rises', 'threshold', 'prevent', 'worst', 'effects']",0.145,0.707,0.148,-0.4404,negative
happened hair,africa,2021,May,"['happened', 'hair']",0.0,1.0,0.0,0.0,neutral
science changeday 21100global real lagosians testify free going earthling power,africa,2021,May,"['science', 'changeday', '21100global', 'real', 'lagosians', 'testify', 'free', 'going', 'earthling', 'power']",0.0,0.732,0.268,0.5106,positive
last couple years jeddah tamil sangam jts focussing upon planting trees tn posterity creating public awareness healthy living jts takes opportunity thank consul general h e mohd shahid alam saheb permit,africa,2021,May,"['last', 'couple', 'years', 'jeddah', 'tamil', 'sangam', 'jts', 'focussing', 'upon', 'planting', 'trees', 'tn', 'posterity', 'creating', 'public', 'awareness', 'healthy', 'living', 'jts', 'takes', 'opportunity', 'thank', 'consul', 'general', 'h', 'e', 'mohd', 'shahid', 'alam', 'saheb', 'permit']",0.0,0.71,0.29,0.8481,positive
facts warmingday 17100did inevitable urgent challenge longterm implications sustainable development countries power,africa,2021,May,"['facts', 'warmingday', '17100did', 'inevitable', 'urgent', 'challenge', 'longterm', 'implications', 'sustainable', 'development', 'countries', 'power']",0.0,0.763,0.237,0.2732,neutral
owing drastic effects wildlife habitat getting significantly impacted national endangered species day takes cognizance plight species currently verge extinction,africa,2021,May,"['owing', 'drastic', 'effects', 'wildlife', 'habitat', 'getting', 'significantly', 'impacted', 'national', 'endangered', 'species', 'day', 'takes', 'cognizance', 'plight', 'species', 'currently', 'verge', 'extinction']",0.0,1.0,0.0,0.0,neutral
going deal need environmental friendly practises,africa,2021,May,"['going', 'deal', 'need', 'environmental', 'friendly', 'practises']",0.0,0.61,0.39,0.4939,positive
miss 1421 exist,africa,2021,May,"['miss', '1421', 'exist']",0.444,0.556,0.0,-0.1531,neutral
learned actually started years 1921,africa,2021,May,"['learned', 'actually', 'started', 'years', '1921']",0.0,1.0,0.0,0.0,neutral
miss 1921 exist,africa,2021,May,"['miss', '1921', 'exist']",0.444,0.556,0.0,-0.1531,neutral
wanjiru bernn soil erosion poor agricultural practices ofcourse prevailing financial difficulties pandorama,africa,2021,May,"['wanjiru', 'bernn', 'soil', 'erosion', 'poor', 'agricultural', 'practices', 'ofcourse', 'prevailing', 'financial', 'difficulties', 'pandorama']",0.346,0.654,0.0,-0.6486,negative
rain wants fall let fall stop teasing globalwarmingtype heat,africa,2021,May,"['rain', 'wants', 'fall', 'let', 'fall', 'stop', 'teasing', 'globalwarmingtype', 'heat']",0.333,0.667,0.0,-0.3612,negative
jr interesting well try run detection using satellite imagery back raster temperature plotting also run temp changes however suspect land usecover changes,africa,2021,May,"['jr', 'interesting', 'well', 'try', 'run', 'detection', 'using', 'satellite', 'imagery', 'back', 'raster', 'temperature', 'plotting', 'also', 'run', 'temp', 'changes', 'however', 'suspect', 'land', 'usecover', 'changes']",0.085,0.731,0.185,0.3818,positive
could promote dogecojn using scapegoat,africa,2021,May,"['could', 'promote', 'dogecojn', 'using', 'scapegoat']",0.325,0.361,0.313,-0.0258,neutral
areas part lake victoria rippon falls dynamited destroyedthanks rain reclaiming lake areas,africa,2021,May,"['areas', 'part', 'lake', 'victoria', 'rippon', 'falls', 'dynamited', 'destroyedthanks', 'rain', 'reclaiming', 'lake', 'areas']",0.147,0.853,0.0,-0.2263,neutral
need help curb,africa,2021,May,"['need', 'help', 'curb']",0.0,0.426,0.574,0.4019,positive
yeah get person ihn contact details fit send want find views,africa,2021,May,"['yeah', 'get', 'person', 'ihn', 'contact', 'details', 'fit', 'send', 'want', 'find', 'views']",0.0,0.571,0.429,0.6124,positive
ies receives world clock leading fight,africa,2021,May,"['ies', 'receives', 'world', 'clock', 'leading', 'fight']",0.342,0.658,0.0,-0.3818,negative
mendy save world,africa,2021,May,"['mendy', 'save', 'world']",0.0,0.385,0.615,0.4939,positive
era nothing shocks,africa,2021,May,"['era', 'nothing', 'shocks']",0.0,0.478,0.522,0.2924,neutral
planned 120 billion barrel oil development conafrica emit 53 billion tons co2 10 times usa affect nb,africa,2021,May,"['planned', '120', 'billion', 'barrel', 'oil', 'development', 'conafrica', 'emit', '53', 'billion', 'tons', 'co2', '10', 'times', 'usa', 'affect', 'nb']",0.0,1.0,0.0,0.0,neutral
save earth recycle stop littering deadass yo,africa,2021,May,"['save', 'earth', 'recycle', 'stop', 'littering', 'deadass', 'yo']",0.212,0.481,0.308,0.25,neutral
candid auras fungal agents emerging infectivity transmission changing due changes result alarming,africa,2021,May,"['candid', 'auras', 'fungal', 'agents', 'emerging', 'infectivity', 'transmission', 'changing', 'due', 'changes', 'result', 'alarming']",0.12,0.88,0.0,-0.128,neutral
yes great step reduce impacts melting control,africa,2021,April,"['yes', 'great', 'step', 'reduce', 'impacts', 'melting', 'control']",0.0,0.424,0.576,0.7783,positive
environmental pollution causes reduce taking part growing trees every daya healthy ecosystem helps protect diseasesjoin today take charge planet,africa,2021,April,"['environmental', 'pollution', 'causes', 'reduce', 'taking', 'part', 'growing', 'trees', 'every', 'daya', 'healthy', 'ecosystem', 'helps', 'protect', 'diseasesjoin', 'today', 'take', 'charge', 'planet']",0.0,0.61,0.39,0.8225,positive
lets get past nonsensical selfcongratulation values,africa,2021,April,"['lets', 'get', 'past', 'nonsensical', 'selfcongratulation', 'values']",0.0,0.649,0.351,0.4019,positive
real doubt come abuja,africa,2021,April,"['real', 'doubt', 'come', 'abuja']",0.455,0.545,0.0,-0.3612,negative
past week contemplating accountable destroying oceans earth cannot support life land without life sea opinion much important,africa,2021,April,"['past', 'week', 'contemplating', 'accountable', 'destroying', 'oceans', 'earth', 'can', 'not', 'support', 'life', 'land', 'without', 'life', 'sea', 'opinion', 'much', 'important']",0.27,0.646,0.083,-0.6197,negative
lets create something betterjoin make plateau green,africa,2021,April,"['lets', 'create', 'something', 'betterjoin', 'make', 'plateau', 'green']",0.0,0.741,0.259,0.2732,neutral
instead making april fool make april cool,africa,2021,April,"['instead', 'making', 'april', 'fool', 'make', 'april', 'cool']",0.284,0.49,0.225,-0.1531,neutral
anty warmingsee dry,africa,2021,April,"['anty', 'warmingsee', 'dry']",0.0,1.0,0.0,0.0,neutral
real affecting today shape near future,africa,2021,March,"['real', 'affecting', 'today', 'shape', 'near', 'future']",0.0,1.0,0.0,0.0,neutral
want blame problem created minor contributers problem giant nations source solution hands,africa,2021,March,"['want', 'blame', 'problem', 'created', 'minor', 'contributers', 'problem', 'giant', 'nations', 'source', 'solution', 'hands']",0.402,0.309,0.289,-0.4939,negative
religious people scared scared hell,africa,2021,March,"['religious', 'people', 'scared', 'scared', 'hell']",0.839,0.161,0.0,-0.886,negative
together green world heal planet programs team school visitation setting education sphere sensitize create awareness amp,africa,2021,March,"['together', 'green', 'world', 'heal', 'planet', 'programs', 'team', 'school', 'visitation', 'setting', 'education', 'sphere', 'sensitize', 'create', 'awareness', 'amp']",0.0,0.877,0.123,0.2732,neutral
volunteering great opportunity improve others whole societyjoin volunteer serve community make difference heres link planting trees would help reduce impact,africa,2021,March,"['volunteering', 'great', 'opportunity', 'improve', 'others', 'whole', 'societyjoin', 'volunteer', 'serve', 'community', 'make', 'difference', 'heres', 'link', 'planting', 'trees', 'would', 'help', 'reduce', 'impact']",0.0,0.561,0.439,0.91,positive
tadesse right breathe selfifyi called freedom cant let bitchs like control breathe concerned air ask mandate control air pollution huh covid might soon aint going anywhere,africa,2021,March,"['tadesse', 'right', 'breathe', 'selfifyi', 'called', 'freedom', 'cant', 'let', 'bitchs', 'like', 'control', 'breathe', 'concerned', 'air', 'ask', 'mandate', 'control', 'air', 'pollution', 'huh', 'covid', 'might', 'soon', 'aint', 'going', 'anywhere']",0.07,0.792,0.139,0.4749,positive
raining heavily march people still havent clocked fvcked gotten,africa,2021,March,"['raining', 'heavily', 'march', 'people', 'still', 'havent', 'clocked', 'fvcked', 'gotten']",0.0,1.0,0.0,0.0,neutral
protect whaleswhales amazing solution stopping need protected cost kenya,africa,2021,March,"['protect', 'whaleswhales', 'amazing', 'solution', 'stopping', 'need', 'protected', 'cost', 'kenya']",0.093,0.233,0.674,0.875,positive
fact prayer appeal god communication god communion god comes strongly simply lives praying saints,africa,2021,March,"['fact', 'prayer', 'appeal', 'god', 'communication', 'god', 'communion', 'god', 'comes', 'strongly', 'simply', 'lives', 'praying', 'saints']",0.0,0.452,0.548,0.836,positive
na wa,africa,2021,March,"['na', 'wa']",0.0,1.0,0.0,0.0,neutral
deforestation problem continue current tropical tree cover loss nearly impossible keep pledged 2 degrees celsius,africa,2021,March,"['deforestation', 'problem', 'continue', 'current', 'tropical', 'tree', 'cover', 'loss', 'nearly', 'impossible', 'keep', 'pledged', '2', 'degrees', 'celsius']",0.294,0.706,0.0,-0.6124,negative
yes cux population increasing need oxygen survive amazon rainforest brazil one biggest forests world devastated excessive deforestation hakan ke haifar da affecting lives,africa,2021,March,"['yes', 'cux', 'population', 'increasing', 'need', 'oxygen', 'survive', 'amazon', 'rainforest', 'brazil', 'one', 'biggest', 'forests', 'world', 'devastated', 'excessive', 'deforestation', 'hakan', 'ke', 'haifar', 'da', 'affecting', 'lives']",0.141,0.704,0.155,-0.1531,neutral
tree plantation best option face planting trees best optionjoin advocate planting trees communities,africa,2021,March,"['tree', 'plantation', 'best', 'option', 'face', 'planting', 'trees', 'best', 'optionjoin', 'advocate', 'planting', 'trees', 'communities']",0.0,0.567,0.433,0.8555,positive
results outsized impacts species disturbances natural ecosystems,africa,2021,March,"['results', 'outsized', 'impacts', 'species', 'disturbances', 'natural', 'ecosystems']",0.242,0.505,0.253,0.0258,neutral
god king gbenga washington ask heal earth jesus name,africa,2021,March,"['god', 'king', 'gbenga', 'washington', 'ask', 'heal', 'earth', 'jesus', 'name']",0.0,0.792,0.208,0.2732,neutral
dot send money let son buy standing fan,africa,2021,March,"['dot', 'send', 'money', 'let', 'son', 'buy', 'standing', 'fan']",0.0,0.753,0.247,0.3182,positive
real guys,africa,2021,March,"['real', 'guys']",0.0,1.0,0.0,0.0,neutral
busy making narratives whilst reality needs actionsglobal terrorizing climaterefuseneglect act certificate doom,africa,2021,March,"['busy', 'making', 'narratives', 'whilst', 'reality', 'needs', 'actionsglobal', 'terrorizing', 'climaterefuseneglect', 'act', 'certificate', 'doom']",0.401,0.599,0.0,-0.7717,negative
somewhere embu countyglobal real,africa,2021,February,"['somewhere', 'embu', 'countyglobal', 'real']",0.0,1.0,0.0,0.0,neutral
ed ug another aspect increasing external costs road accidents pollution negatives accounting 24 b 7 gdp double investment roads stated linkages road building economy clear,africa,2021,February,"['ed', 'ug', 'another', 'aspect', 'increasing', 'external', 'costs', 'road', 'accidents', 'pollution', 'negatives', 'accounting', '24', 'b', '7', 'gdp', 'double', 'investment', 'roads', 'stated', 'linkages', 'road', 'building', 'economy', 'clear']",0.089,0.811,0.1,0.0772,neutral
trees gone planting trees would help reduce impact,africa,2021,February,"['trees', 'gone', 'planting', 'trees', 'would', 'help', 'reduce', 'impact']",0.0,0.722,0.278,0.4019,positive
looking forward seeing done benefit millions people languishing abject poverty disease well good plans pulling synergies together pandemics impacts addressed best president,africa,2021,February,"['looking', 'forward', 'seeing', 'done', 'benefit', 'millions', 'people', 'languishing', 'abject', 'poverty', 'disease', 'well', 'good', 'plans', 'pulling', 'synergies', 'together', 'pandemics', 'impacts', 'addressed', 'best', 'president']",0.102,0.523,0.375,0.836,positive
thanks good idea leaders demonstrate children earth shared responsibility combat human challenges like covid19 pandemic impacts issues looking forward address,africa,2021,February,"['thanks', 'good', 'idea', 'leaders', 'demonstrate', 'children', 'earth', 'shared', 'responsibility', 'combat', 'human', 'challenges', 'like', 'covid19', 'pandemic', 'impacts', 'issues', 'looking', 'forward', 'address']",0.085,0.493,0.423,0.8225,positive
mallam sidi gombe nigeria,africa,2021,February,"['mallam', 'sidi', 'gombe', 'nigeria']",0.0,1.0,0.0,0.0,neutral
monye tell,africa,2021,February,"['monye', 'tell']",0.0,1.0,0.0,0.0,neutral
ssing monye thought means drought heat dryness serious cold snow,africa,2021,February,"['ssing', 'monye', 'thought', 'means', 'drought', 'heat', 'dryness', 'serious', 'cold', 'snow']",0.126,0.874,0.0,-0.0772,neutral
matter timebefore snow starts falling africaglobal crazyyyyy,africa,2021,February,"['matter', 'timebefore', 'snow', 'starts', 'falling', 'africaglobal', 'crazyyyyy']",0.208,0.649,0.143,-0.128,neutral
one woke cold like nice rara complaining warm water tap last night mid night sleepwalk get duvet sleeping hot cocoa,africa,2021,February,"['one', 'woke', 'cold', 'like', 'nice', 'rara', 'complaining', 'warm', 'water', 'tap', 'last', 'night', 'mid', 'night', 'sleepwalk', 'get', 'duvet', 'sleeping', 'hot', 'cocoa']",0.072,0.64,0.288,0.6597,positive
rain abujain februaryglobal realwe pray blessed season bountiful harvest,africa,2021,February,"['rain', 'abujain', 'februaryglobal', 'realwe', 'pray', 'blessed', 'season', 'bountiful', 'harvest']",0.0,0.53,0.47,0.7351,positive
bro texas south getting lot snow,africa,2021,February,"['bro', 'texas', 'south', 'getting', 'lot', 'snow']",0.0,1.0,0.0,0.0,neutral
huge transformation agenda effects former regime didnt agree impacts covid19 19 actually requires proper planning however calls collaboration citizens achiving,africa,2021,February,"['huge', 'transformation', 'agenda', 'effects', 'former', 'regime', 'didnt', 'agree', 'impacts', 'covid19', '19', 'actually', 'requires', 'proper', 'planning', 'however', 'calls', 'collaboration', 'citizens', 'achiving']",0.094,0.803,0.103,0.049,neutral
23 degrees today tel aviv mid february summer time bad thing happens good thing could play beach volleyball,africa,2021,February,"['23', 'degrees', 'today', 'tel', 'aviv', 'mid', 'february', 'summer', 'time', 'bad', 'thing', 'happens', 'good', 'thing', 'could', 'play', 'beach', 'volleyball']",0.147,0.63,0.223,0.2023,neutral
nigeria signed 2016 ratified 2017 means nigeria along sweden 187 countries date committed limit carbon emissions mitigate environmental degradation,africa,2021,February,"['nigeria', 'signed', '2016', 'ratified', '2017', 'means', 'nigeria', 'along', 'sweden', '187', 'countries', 'date', 'committed', 'limit', 'carbon', 'emissions', 'mitigate', 'environmental', 'degradation']",0.286,0.573,0.141,-0.7003,negative
cant stand,africa,2021,February,"['cant', 'stand']",0.0,1.0,0.0,0.0,neutral
really good,africa,2021,February,"['really', 'good']",0.0,0.238,0.762,0.4927,positive
gtgt,africa,2021,February,['gtgt'],0.0,1.0,0.0,0.0,neutral
face dealing pandemic dealing standing democracy human rights around world president joe biden catch full analysis,africa,2021,February,"['face', 'dealing', 'pandemic', 'dealing', 'standing', 'democracy', 'human', 'rights', 'around', 'world', 'president', 'joe', 'biden', 'catch', 'full', 'analysis']",0.0,1.0,0.0,0.0,neutral
world suffering environmental issues due carbon emissions atmosphere carbon dioxide absorbed oceans rest tampering weather conditions temperature,africa,2021,January,"['world', 'suffering', 'environmental', 'issues', 'due', 'carbon', 'emissions', 'atmosphere', 'carbon', 'dioxide', 'absorbed', 'oceans', 'rest', 'tampering', 'weather', 'conditions', 'temperature']",0.162,0.838,0.0,-0.4767,negative
challengethe science clear countries short window time take urgent action necessary limit average temperature rise safer 15 c already causing longlasting changes system,africa,2021,January,"['challengethe', 'science', 'clear', 'countries', 'short', 'window', 'time', 'take', 'urgent', 'action', 'necessary', 'limit', 'average', 'temperature', 'rise', 'safer', '15', 'c', 'already', 'causing', 'longlasting', 'changes', 'system']",0.0,0.725,0.275,0.7351,positive
boko haram insecurities put together youll herders moving south ie legitimate herders herders leave cattle bush come road kidnap,africa,2021,January,"['boko', 'haram', 'insecurities', 'put', 'together', 'youll', 'herders', 'moving', 'south', 'ie', 'legitimate', 'herders', 'herders', 'leave', 'cattle', 'bush', 'come', 'road', 'kidnap']",0.19,0.81,0.0,-0.4588,negative
ogutu excessively toxic excerbates also health risk,africa,2021,January,"['ogutu', 'excessively', 'toxic', 'excerbates', 'also', 'health', 'risk']",0.259,0.741,0.0,-0.2732,neutral
give plan combating challenges brought fourth opportunities presentedyes ill wait last check yall got plan,africa,2021,January,"['give', 'plan', 'combating', 'challenges', 'brought', 'fourth', 'opportunities', 'presentedyes', 'ill', 'wait', 'last', 'check', 'yall', 'got', 'plan']",0.15,0.642,0.209,0.0258,neutral
owo blame covid19 agree english manager glamorously failing job,africa,2021,January,"['owo', 'blame', 'covid19', 'agree', 'english', 'manager', 'glamorously', 'failing', 'job']",0.35,0.307,0.344,-0.0258,neutral
nigeria goes green collaboration laspark commemorated 60 birtday dr aliko dangote planting 60 trees want commmemorate birthday contributing reversal effect,africa,2021,January,"['nigeria', 'goes', 'green', 'collaboration', 'laspark', 'commemorated', '60', 'birtday', 'dr', 'aliko', 'dangote', 'planting', '60', 'trees', 'want', 'commmemorate', 'birthday', 'contributing', 'reversal', 'effect']",0.0,0.936,0.064,0.0772,neutral
harmattan back today today bro faster thought sef everything haywire,africa,2021,January,"['harmattan', 'back', 'today', 'today', 'bro', 'faster', 'thought', 'sef', 'everything', 'haywire']",0.0,1.0,0.0,0.0,neutral
apart soil erosion car accident problem preventing getting married,africa,2021,January,"['apart', 'soil', 'erosion', 'car', 'accident', 'problem', 'preventing', 'getting', 'married']",0.535,0.465,0.0,-0.7096,negative
thank god america back lead world climates action nigeria goes green also business mitigating creating awareness tree planting antodote mitigate,africa,2021,January,"['thank', 'god', 'america', 'back', 'lead', 'world', 'climates', 'action', 'nigeria', 'goes', 'green', 'also', 'business', 'mitigating', 'creating', 'awareness', 'tree', 'planting', 'antodote', 'mitigate']",0.0,0.714,0.286,0.7003,positive
wish ment everyone earth hugging tightly friction releases sufficient heat would nice,africa,2021,January,"['wish', 'ment', 'everyone', 'earth', 'hugging', 'tightly', 'friction', 'releases', 'sufficient', 'heat', 'would', 'nice']",0.0,0.52,0.48,0.8074,positive
amihere full effect,africa,2021,January,"['amihere', 'full', 'effect']",0.0,1.0,0.0,0.0,neutral
understand like kisumu cold like nairobi etc jogoo kuwika saa hizi usiku never,africa,2021,January,"['understand', 'like', 'kisumu', 'cold', 'like', 'nairobi', 'etc', 'jogoo', 'kuwika', 'saa', 'hizi', 'usiku', 'never']",0.0,0.688,0.312,0.6124,positive
look closely yellow dots tunisia heat map political violence amp armed protest 2020x predict 2021 hotter call political simply put world seriously pissed,africa,2021,January,"['look', 'closely', 'yellow', 'dots', 'tunisia', 'heat', 'map', 'political', 'violence', 'amp', 'armed', 'protest', '2020x', 'predict', '2021', 'hotter', 'call', 'political', 'simply', 'put', 'world', 'seriously', 'pissed']",0.387,0.613,0.0,-0.9001,negative
energy hero today segun oyeyiola added solar amp wind system vw beetle order reduce co2 emissions atmosphere cause amp,africa,2021,January,"['energy', 'hero', 'today', 'segun', 'oyeyiola', 'added', 'solar', 'amp', 'wind', 'system', 'vw', 'beetle', 'order', 'reduce', 'co2', 'emissions', 'atmosphere', 'cause', 'amp']",0.0,0.749,0.251,0.6908,positive
need understand suns journey around parent star whatever circulates order lifes got decimated harvest algae boost food production,africa,2021,January,"['need', 'understand', 'suns', 'journey', 'around', 'parent', 'star', 'whatever', 'circulates', 'order', 'lifes', 'got', 'decimated', 'harvest', 'algae', 'boost', 'food', 'production']",0.0,0.863,0.137,0.4019,positive
talk eh,africa,2021,January,"['talk', 'eh']",0.0,1.0,0.0,0.0,neutral
faithful ecologists almost swear declaring existretention minds,africa,2021,January,"['faithful', 'ecologists', 'almost', 'swear', 'declaring', 'existretention', 'minds']",0.0,0.556,0.444,0.4576,positive
weather variation geographically,africa,2021,January,"['weather', 'variation', 'geographically']",0.0,1.0,0.0,0.0,neutral
theyre shouting think na oyibo land abi,africa,2021,January,"['theyre', 'shouting', 'think', 'na', 'oyibo', 'land', 'abi']",0.0,1.0,0.0,0.0,neutral
real southern northern pole getting heated algae krills penguins whales many species loosing population effect,africa,2021,January,"['real', 'southern', 'northern', 'pole', 'getting', 'heated', 'algae', 'krills', 'penguins', 'whales', 'many', 'species', 'loosing', 'population', 'effect']",0.0,1.0,0.0,0.0,neutral
port harcourt experiencing,africa,2021,January,"['port', 'harcourt', 'experiencing']",0.0,1.0,0.0,0.0,neutral
today resolve nicer healthier thinner younger resolve cure cancer establish dividedyetpeaceful jerusalem reverse vow defeat death 2021 sit astride enormous golden tiger people come pay tribute,africa,2021,January,"['today', 'resolve', 'nicer', 'healthier', 'thinner', 'younger', 'resolve', 'cure', 'cancer', 'establish', 'dividedyetpeaceful', 'jerusalem', 'reverse', 'vow', 'defeat', 'death', '2021', 'sit', 'astride', 'enormous', 'golden', 'tiger', 'people', 'come', 'pay', 'tribute']",0.319,0.477,0.204,-0.6808,negative
bad mean wasting productive time politicians also want protest nicely burning tires contaminated atmosphere leads,africa,2020,December,"['bad', 'mean', 'wasting', 'productive', 'time', 'politicians', 'also', 'want', 'protest', 'nicely', 'burning', 'tires', 'contaminated', 'atmosphere', 'leads']",0.366,0.446,0.188,-0.6124,negative
probably late anything expect day watch world burn okay good shows come conclusion like game thrones breaking bad office,africa,2020,December,"['probably', 'late', 'anything', 'expect', 'day', 'watch', 'world', 'burn', 'okay', 'good', 'shows', 'come', 'conclusion', 'like', 'game', 'thrones', 'breaking', 'bad', 'office']",0.136,0.581,0.283,0.4215,positive
must touch tooe di sharp brother,africa,2020,December,"['must', 'touch', 'tooe', 'di', 'sharp', 'brother']",0.0,1.0,0.0,0.0,neutral
time humans rethinkshare thoughts,africa,2020,December,"['time', 'humans', 'rethinkshare', 'thoughts']",0.0,1.0,0.0,0.0,neutral
evident human bad habits increase population started pumping resources rate much higher resources regenerated make environment start degrading also result,africa,2020,December,"['evident', 'human', 'bad', 'habits', 'increase', 'population', 'started', 'pumping', 'resources', 'rate', 'much', 'higher', 'resources', 'regenerated', 'make', 'environment', 'start', 'degrading', 'also', 'result']",0.274,0.639,0.086,-0.7184,negative
virtue extreme nature gone long way adversely impact negatively welfare amp livelihood majority worlds citizens today environmental ecological downturns natural disasters violation fundamental human rights terrorism,africa,2020,December,"['virtue', 'extreme', 'nature', 'gone', 'long', 'way', 'adversely', 'impact', 'negatively', 'welfare', 'amp', 'livelihood', 'majority', 'worlds', 'citizens', 'today', 'environmental', 'ecological', 'downturns', 'natural', 'disasters', 'violation', 'fundamental', 'human', 'rights', 'terrorism']",0.336,0.483,0.181,-0.7964,negative
new fleet ground handling equipment manufactured charlatte manutention worldwide number one equipment manufacturer based france fully electric making ecofriendly world continue battle 2,africa,2020,November,"['new', 'fleet', 'ground', 'handling', 'equipment', 'manufactured', 'charlatte', 'manutention', 'worldwide', 'number', 'one', 'equipment', 'manufacturer', 'based', 'france', 'fully', 'electric', 'making', 'ecofriendly', 'world', 'continue', 'battle', '2']",0.109,0.837,0.054,-0.3182,negative
yall talking sun midlife crisis,africa,2020,November,"['yall', 'talking', 'sun', 'midlife', 'crisis']",0.506,0.494,0.0,-0.6249,negative
rate riots working rise uganda think copied effectbut hey looknothing talked assets protection preserve economy politics always politik,africa,2020,November,"['rate', 'riots', 'working', 'rise', 'uganda', 'think', 'copied', 'effectbut', 'hey', 'looknothing', 'talked', 'assets', 'protection', 'preserve', 'economy', 'politics', 'always', 'politik']",0.157,0.762,0.081,-0.3818,negative
ive learned combine passions thoughts outspoken way im thinking demonstrations used sculptures public arenas get voices heard start insisting include actions help combat well,africa,2020,November,"['ive', 'learned', 'combine', 'passions', 'thoughts', 'outspoken', 'way', 'im', 'thinking', 'demonstrations', 'used', 'sculptures', 'public', 'arenas', 'get', 'voices', 'heard', 'start', 'insisting', 'include', 'actions', 'help', 'combat', 'well']",0.079,0.658,0.263,0.6808,positive
lets assume snow mountain kenyauganda border called el first discovered done number el shrank reason inaitwa mt el gone,africa,2020,November,"['lets', 'assume', 'snow', 'mountain', 'kenyauganda', 'border', 'called', 'el', 'first', 'discovered', 'done', 'number', 'el', 'shrank', 'reason', 'inaitwa', 'mt', 'el', 'gone']",0.0,0.933,0.067,0.0772,neutral
im often asked whetheri believe warmingi reply questiondo believe gravity,africa,2020,November,"['im', 'often', 'asked', 'whetheri', 'believe', 'warmingi', 'reply', 'questiondo', 'believe', 'gravity']",0.0,1.0,0.0,0.0,neutral
remember life making positive impact everywhere lekki phase 1,africa,2020,November,"['remember', 'life', 'making', 'positive', 'impact', 'everywhere', 'lekki', 'phase', '1']",0.0,0.66,0.34,0.5574,positive
remember life making positive impact everywhere lekki phase 1,africa,2020,November,"['remember', 'life', 'making', 'positive', 'impact', 'everywhere', 'lekki', 'phase', '1']",0.0,0.66,0.34,0.5574,positive
showing head today flexing sunshine,africa,2020,November,"['showing', 'head', 'today', 'flexing', 'sunshine']",0.0,0.556,0.444,0.4939,positive
favorite visual animation shows temperature country years 18802019 message clear real happening,africa,2020,November,"['favorite', 'visual', 'animation', 'shows', 'temperature', 'country', 'years', '18802019', 'message', 'clear', 'real', 'happening']",0.0,0.641,0.359,0.6808,positive
country cant boast steady power supply launches assembling ev irony hyundai power charging points generators right ultimately defeats point ev first place cut,africa,2020,November,"['country', 'cant', 'boast', 'steady', 'power', 'supply', 'launches', 'assembling', 'ev', 'irony', 'hyundai', 'power', 'charging', 'points', 'generators', 'right', 'ultimately', 'defeats', 'point', 'ev', 'first', 'place', 'cut']",0.219,0.781,0.0,-0.5574,negative
would ratherdid energy sources impact environment,africa,2020,November,"['would', 'ratherdid', 'energy', 'sources', 'impact', 'environment']",0.0,0.704,0.296,0.2732,neutral
sad time continent face reality devastating effect poor communities african govts must also put proper response mechanisms tackle disasters,africa,2020,November,"['sad', 'time', 'continent', 'face', 'reality', 'devastating', 'effect', 'poor', 'communities', 'african', 'govts', 'must', 'also', 'put', 'proper', 'response', 'mechanisms', 'tackle', 'disasters']",0.485,0.515,0.0,-0.9337,negative
think time took seriously nigeria cause heat days alarming,africa,2020,November,"['think', 'time', 'took', 'seriously', 'nigeria', 'cause', 'heat', 'days', 'alarming']",0.314,0.686,0.0,-0.296,neutral
new poem enjoyment,africa,2020,October,"['new', 'poem', 'enjoyment']",0.0,0.357,0.643,0.5574,positive
declining renewal extension policy due new coal factory setting australia amidst risk country,africa,2020,October,"['declining', 'renewal', 'extension', 'policy', 'due', 'new', 'coal', 'factory', 'setting', 'australia', 'amidst', 'risk', 'country']",0.149,0.851,0.0,-0.2732,neutral
sure senses tingling,africa,2020,October,"['sure', 'senses', 'tingling']",0.0,0.465,0.535,0.3182,positive
mbanks sue world peace relief poverty hunger disease particularly appropriate slowing nay cessation dim,africa,2020,October,"['mbanks', 'sue', 'world', 'peace', 'relief', 'poverty', 'hunger', 'disease', 'particularly', 'appropriate', 'slowing', 'nay', 'cessation', 'dim']",0.242,0.457,0.301,0.3182,positive
trumps says,africa,2020,October,"['trumps', 'says']",0.0,1.0,0.0,0.0,neutral
saddest snorkeling ever hitting coral reefs sea,africa,2020,October,"['saddest', 'snorkeling', 'ever', 'hitting', 'coral', 'reefs', 'sea']",0.4,0.6,0.0,-0.6124,negative
possible solutions crisis,africa,2020,October,"['possible', 'solutions', 'crisis']",0.603,0.147,0.25,-0.5267,negative
effects,africa,2020,October,['effects'],0.0,1.0,0.0,0.0,neutral
problem seen people impact many believe gods decision ignorant caused realisation happens nothing address situation,africa,2020,October,"['problem', 'seen', 'people', 'impact', 'many', 'believe', 'gods', 'decision', 'ignorant', 'caused', 'realisation', 'happens', 'nothing', 'address', 'situation']",0.27,0.73,0.0,-0.5859,negative
leave world food crisis outbreak alien diseases surely loss biodiversity,africa,2020,October,"['leave', 'world', 'food', 'crisis', 'outbreak', 'alien', 'diseases', 'surely', 'loss', 'biodiversity']",0.461,0.364,0.176,-0.5719,negative
