content,place,year,month,content_token
virtue extreme nature gone long way adversely impact negatively welfare amp livelihood majority worlds citizens today environmental ecological downturns natural disasters violation fundamental human rights terrorism,africa,2020,December,"['virtue', 'extreme', 'nature', 'gone', 'long', 'way', 'adversely', 'impact', 'negatively', 'welfare', 'amp', 'livelihood', 'majority', 'worlds', 'citizens', 'today', 'environmental', 'ecological', 'downturns', 'natural', 'disasters', 'violation', 'fundamental', 'human', 'rights', 'terrorism']"
new fleet ground handling equipment manufactured charlatte manutention worldwide number one equipment manufacturer based france fully electric making ecofriendly world continue battle 2,africa,2020,November,"['new', 'fleet', 'ground', 'handling', 'equipment', 'manufactured', 'charlatte', 'manutention', 'worldwide', 'number', 'one', 'equipment', 'manufacturer', 'based', 'france', 'fully', 'electric', 'making', 'ecofriendly', 'world', 'continue', 'battle', '2']"
yall talking sun midlife crisis,africa,2020,November,"['yall', 'talking', 'sun', 'midlife', 'crisis']"
rate riots working rise uganda think copied effectbut hey looknothing talked assets protection preserve economy politics always politik,africa,2020,November,"['rate', 'riots', 'working', 'rise', 'uganda', 'think', 'copied', 'effectbut', 'hey', 'looknothing', 'talked', 'assets', 'protection', 'preserve', 'economy', 'politics', 'always', 'politik']"
ive learned combine passions thoughts outspoken way thinking demonstrations used sculptures public arenas get voices start insisting include actions help combat well,africa,2020,November,"['ive', 'learned', 'combine', 'passions', 'thoughts', 'outspoken', 'way', 'thinking', 'demonstrations', 'used', 'sculptures', 'public', 'arenas', 'get', 'voices', 'start', 'insisting', 'include', 'actions', 'help', 'combat', 'well']"
lets assume snow mountain kenyauganda border called el first discovered number el shrank reason inaitwa mt el gone,africa,2020,November,"['lets', 'assume', 'snow', 'mountain', 'kenyauganda', 'border', 'called', 'el', 'first', 'discovered', 'number', 'el', 'shrank', 'reason', 'inaitwa', 'mt', 'el', 'gone']"
often asked whetheri believe warmingi reply questiondo believe gravity,africa,2020,November,"['often', 'asked', 'whetheri', 'believe', 'warmingi', 'reply', 'questiondo', 'believe', 'gravity']"
remember life making positive impact everywhere lekki phase 1,africa,2020,November,"['remember', 'life', 'making', 'positive', 'impact', 'everywhere', 'lekki', 'phase', '1']"
remember life making positive impact everywhere lekki phase 1,africa,2020,November,"['remember', 'life', 'making', 'positive', 'impact', 'everywhere', 'lekki', 'phase', '1']"
showing head today flexing sunshine,africa,2020,November,"['showing', 'head', 'today', 'flexing', 'sunshine']"
favorite visual animation shows temperature country years 18802019 message clear real happening,africa,2020,November,"['favorite', 'visual', 'animation', 'shows', 'temperature', 'country', 'years', '18802019', 'message', 'clear', 'real', 'happening']"
country boast steady power supply launches assembling ev irony hyundai power charging points generators right ultimately defeats point ev first place cut,africa,2020,November,"['country', 'boast', 'steady', 'power', 'supply', 'launches', 'assembling', 'ev', 'irony', 'hyundai', 'power', 'charging', 'points', 'generators', 'right', 'ultimately', 'defeats', 'point', 'ev', 'first', 'place', 'cut']"
would ratherdid energy sources impact environment,africa,2020,November,"['would', 'ratherdid', 'energy', 'sources', 'impact', 'environment']"
sad time continent face reality devastating effect poor communities african govts must also put proper response mechanisms tackle disasters,africa,2020,November,"['sad', 'time', 'continent', 'face', 'reality', 'devastating', 'effect', 'poor', 'communities', 'african', 'govts', 'must', 'also', 'put', 'proper', 'response', 'mechanisms', 'tackle', 'disasters']"
,africa,2020,November,[]
think time took seriously nigeria cause heat days alarming,africa,2020,November,"['think', 'time', 'took', 'seriously', 'nigeria', 'cause', 'heat', 'days', 'alarming']"
new poem enjoyment,africa,2020,October,"['new', 'poem', 'enjoyment']"
declining renewal extension policy new coal factory setting australia amidst risk country,africa,2020,October,"['declining', 'renewal', 'extension', 'policy', 'new', 'coal', 'factory', 'setting', 'australia', 'amidst', 'risk', 'country']"
sure senses tingling,africa,2020,October,"['sure', 'senses', 'tingling']"
mbanks sue world peace relief poverty hunger disease particularly appropriate slowing nay cessation dim,africa,2020,October,"['mbanks', 'sue', 'world', 'peace', 'relief', 'poverty', 'hunger', 'disease', 'particularly', 'appropriate', 'slowing', 'nay', 'cessation', 'dim']"
trumps says,africa,2020,October,"['trumps', 'says']"
saddest snorkeling ever hitting coral reefs sea,africa,2020,October,"['saddest', 'snorkeling', 'ever', 'hitting', 'coral', 'reefs', 'sea']"
possible solutions crisis,africa,2020,October,"['possible', 'solutions', 'crisis']"
effects,africa,2020,October,['effects']
problem seen people impact many believe gods decision ignorant caused realisation happens nothing address situation,africa,2020,October,"['problem', 'seen', 'people', 'impact', 'many', 'believe', 'gods', 'decision', 'ignorant', 'caused', 'realisation', 'happens', 'nothing', 'address', 'situation']"
leave world food crisis outbreak alien diseases surely loss biodiversity,africa,2020,October,"['leave', 'world', 'food', 'crisis', 'outbreak', 'alien', 'diseases', 'surely', 'loss', 'biodiversity']"
affecting world numerous ways planet hotter increased desertification threatens food system animals forced migrate cooler parts heat stress causes loss biodiversity,africa,2020,October,"['affecting', 'world', 'numerous', 'ways', 'planet', 'hotter', 'increased', 'desertification', 'threatens', 'food', 'system', 'animals', 'forced', 'migrate', 'cooler', 'parts', 'heat', 'stress', 'causes', 'loss', 'biodiversity']"
stressing day,africa,2020,October,"['stressing', 'day']"
seeker76 oga sir look protests world different hijacked black lives matter hijacked live mattersthe anti nuclear protest animals rightsthis nature man learn figure,africa,2020,October,"['seeker76', 'oga', 'sir', 'look', 'protests', 'world', 'different', 'hijacked', 'black', 'lives', 'matter', 'hijacked', 'live', 'mattersthe', 'anti', 'nuclear', 'protest', 'animals', 'rightsthis', 'nature', 'man', 'learn', 'figure']"
gave reports asked plans youths watching silently governors dishonest means destroy innocent lives properties mute unarmed protesters keep filling pockets blood sweat pathetic,africa,2020,October,"['gave', 'reports', 'asked', 'plans', 'youths', 'watching', 'silently', 'governors', 'dishonest', 'means', 'destroy', 'innocent', 'lives', 'properties', 'mute', 'unarmed', 'protesters', 'keep', 'filling', 'pockets', 'blood', 'sweat', 'pathetic']"
real,africa,2020,October,['real']
corona virus rocking world afraid result lasting economy effects globe result disease others effects wealthiest nations opt recognize relatively risk free africa,africa,2020,October,"['corona', 'virus', 'rocking', 'world', 'afraid', 'result', 'lasting', 'economy', 'effects', 'globe', 'result', 'disease', 'others', 'effects', 'wealthiest', 'nations', 'opt', 'recognize', 'relatively', 'risk', 'free', 'africa']"
mohd heat strokes svalbard meaningless believe warminggrabs popcorn lets watch error faces progressives deny cause right acquiring commission,africa,2020,October,"['mohd', 'heat', 'strokes', 'svalbard', 'meaningless', 'believe', 'warminggrabs', 'popcorn', 'lets', 'watch', 'error', 'faces', 'progressives', 'deny', 'cause', 'right', 'acquiring', 'commission']"
limiting 15c requires 85 fossil fuel reserves stay ground transition renewable energy inevitablein ampproduction waste energyfood securitydomestic biogas,africa,2020,October,"['limiting', '15c', 'requires', '85', 'fossil', 'fuel', 'reserves', 'stay', 'ground', 'transition', 'renewable', 'energy', 'inevitablein', 'ampproduction', 'waste', 'energyfood', 'securitydomestic', 'biogas']"
slow economy corruption,africa,2020,October,"['slow', 'economy', 'corruption']"
sir david attenborough man explains decline human destruction accelerated greediness humans little concern balance ecosystems planet hope pay attention issues,africa,2020,October,"['sir', 'david', 'attenborough', 'man', 'explains', 'decline', 'human', 'destruction', 'accelerated', 'greediness', 'humans', 'little', 'concern', 'balance', 'ecosystems', 'planet', 'hope', 'pay', 'attention', 'issues']"
good evening moderator good evening everyone name jacinta egba state project coordinator shield foundation crs chapter thanks,africa,2020,October,"['good', 'evening', 'moderator', 'good', 'evening', 'everyone', 'name', 'jacinta', 'egba', 'state', 'project', 'coordinator', 'shield', 'foundation', 'crs', 'chapter', 'thanks']"
new study reveals affecting nighttime temperatures differently sciencealert,africa,2020,October,"['new', 'study', 'reveals', 'affecting', 'nighttime', 'temperatures', 'differently', 'sciencealert']"
focus campaign pressing issues football discourses enjoying palatial residences office avails experienced nothing close common man experiences,africa,2020,October,"['focus', 'campaign', 'pressing', 'issues', 'football', 'discourses', 'enjoying', 'palatial', 'residences', 'office', 'avails', 'experienced', 'nothing', 'close', 'common', 'man', 'experiences']"
dwarf talking brains,africa,2020,October,"['dwarf', 'talking', 'brains']"
village suffering influence chai,africa,2020,October,"['village', 'suffering', 'influence', 'chai']"
plant extinction expected dramatically increase animal agriculture distribution range plants worldwide changing immensely rising temperatures,africa,2020,September,"['plant', 'extinction', 'expected', 'dramatically', 'increase', 'animal', 'agriculture', 'distribution', 'range', 'plants', 'worldwide', 'changing', 'immensely', 'rising', 'temperatures']"
ozone ti crash ti boil everyship god punish devil glad,africa,2020,September,"['ozone', 'ti', 'crash', 'ti', 'boil', 'everyship', 'god', 'punish', 'devil', 'glad']"
real,africa,2020,September,['real']
novel corona virus warmingpotential dissolution parliament maragahigh teenage pregnancies soil erosionwhy single weather,africa,2020,September,"['novel', 'corona', 'virus', 'warmingpotential', 'dissolution', 'parliament', 'maragahigh', 'teenage', 'pregnancies', 'soil', 'erosionwhy', 'single', 'weather']"
god trust inscribed ua currency dollars god americans de word gou r friying deadly steel panpause en look backwhere de raincyclone bushfires covid en man made started r god,africa,2020,September,"['god', 'trust', 'inscribed', 'ua', 'currency', 'dollars', 'god', 'americans', 'de', 'word', 'gou', 'r', 'friying', 'deadly', 'steel', 'panpause', 'en', 'look', 'backwhere', 'de', 'raincyclone', 'bushfires', 'covid', 'en', 'man', 'made', 'started', 'r', 'god']"
40 fruit vegetables produced annually waste economic disincentive farmer rural economies also waste natural resources consequently contribution decomposition foods,africa,2020,September,"['40', 'fruit', 'vegetables', 'produced', 'annually', 'waste', 'economic', 'disincentive', 'farmer', 'rural', 'economies', 'also', 'waste', 'natural', 'resources', 'consequently', 'contribution', 'decomposition', 'foods']"
people call hoax lets hope earth survives next couple centuries,africa,2020,September,"['people', 'call', 'hoax', 'lets', 'hope', 'earth', 'survives', 'next', 'couple', 'centuries']"
product ethanol one safe energy sources world turning measure preventing would converting cassava ethanol thus empowering thousands persons chain planting harvestingtransporting amp processing cassava ethanol,africa,2020,September,"['product', 'ethanol', 'one', 'safe', 'energy', 'sources', 'world', 'turning', 'measure', 'preventing', 'would', 'converting', 'cassava', 'ethanol', 'thus', 'empowering', 'thousands', 'persons', 'chain', 'planting', 'harvestingtransporting', 'amp', 'processing', 'cassava', 'ethanol']"
inter stellar one hello movie encapsulated without mentioning term,africa,2020,September,"['inter', 'stellar', 'one', 'hello', 'movie', 'encapsulated', 'without', 'mentioning', 'term']"
someone saidcovid19 thriller pandemic come soon called warmingand hit mesubhanallahi,africa,2020,September,"['someone', 'saidcovid19', 'thriller', 'pandemic', 'come', 'soon', 'called', 'warmingand', 'hit', 'mesubhanallahi']"
floods like caused rise temperature affects normal evaporation condensationampprecipitation water bodies sea level risingsave earthhow well understand living sustainably,africa,2020,September,"['floods', 'like', 'caused', 'rise', 'temperature', 'affects', 'normal', 'evaporation', 'condensationampprecipitation', 'water', 'bodies', 'sea', 'level', 'risingsave', 'earthhow', 'well', 'understand', 'living', 'sustainably']"
report emissions gap published greenhouse gas emissions must reduced 76 per annum 2020 2030 reach target paris agreement limit 15 c 27 per annum limit 2 c,africa,2020,September,"['report', 'emissions', 'gap', 'published', 'greenhouse', 'gas', 'emissions', 'must', 'reduced', '76', 'per', 'annum', '2020', '2030', 'reach', 'target', 'paris', 'agreement', 'limit', '15', 'c', '27', 'per', 'annum', 'limit', '2', 'c']"
knew,africa,2020,September,['knew']
geophysicist repeating europeans sayuganda nothing sadly ugandan activities nothing responsible current floods fires across worldyour physicist tell responsible,africa,2020,September,"['geophysicist', 'repeating', 'europeans', 'sayuganda', 'nothing', 'sadly', 'ugandan', 'activities', 'nothing', 'responsible', 'current', 'floods', 'fires', 'across', 'worldyour', 'physicist', 'tell', 'responsible']"
tucker carlson openly opposed hockey stick research scientist michael mann like denier smiles way bank opposing science wearing necktie necessarily make smart,africa,2020,September,"['tucker', 'carlson', 'openly', 'opposed', 'hockey', 'stick', 'research', 'scientist', 'michael', 'mann', 'like', 'denier', 'smiles', 'way', 'bank', 'opposing', 'science', 'wearing', 'necktie', 'necessarily', 'make', 'smart']"
real real cause pandemic weve facing since foreveramerica least vote right person whod try fix brokeruined,africa,2020,September,"['real', 'real', 'cause', 'pandemic', 'weve', 'facing', 'since', 'foreveramerica', 'least', 'vote', 'right', 'person', 'whod', 'try', 'fix', 'brokeruined']"
humans listen science reality become dystopian movie cause amp idioticirresponsibleselfishirreversible decisions amp actionsif think second 2020 things get better youre delusional amp denial,africa,2020,September,"['humans', 'listen', 'science', 'reality', 'become', 'dystopian', 'movie', 'cause', 'amp', 'idioticirresponsibleselfishirreversible', 'decisions', 'amp', 'actionsif', 'think', 'second', '2020', 'things', 'get', 'better', 'youre', 'delusional', 'amp', 'denial']"
love,africa,2020,September,['love']
really,africa,2020,September,['really']
lemme ask cold weather patterns cooling,africa,2020,September,"['lem', 'me', 'ask', 'cold', 'weather', 'patterns', 'cooling']"
people believe ask enjoy hot currently outside wouldnt prefer melt,africa,2020,September,"['people', 'believe', 'ask', 'enjoy', 'hot', 'currently', 'outside', 'wouldnt', 'prefer', 'melt']"
seems permanent july september,africa,2020,September,"['seems', 'permanent', 'july', 'september']"
luxury fabrics luxury lifestyle affordable lekki,africa,2020,September,"['luxury', 'fabrics', 'luxury', 'lifestyle', 'affordable', 'lekki']"
lets dumbass trump gonna smarts quips,africa,2020,September,"['lets', 'dumbass', 'trump', 'gon', 'na', 'smarts', 'quips']"
okay lets hope good news part inhabitable coz wee planet getting overcrowded daily also contributes alot,africa,2020,September,"['okay', 'lets', 'hope', 'good', 'news', 'part', 'inhabitable', 'coz', 'wee', 'planet', 'getting', 'overcrowded', 'daily', 'also', 'contributes', 'alot']"
air pollution reduces crop yields forest health amp biodiversity plant trees avoid bush burning things causes,africa,2020,September,"['air', 'pollution', 'reduces', 'crop', 'yields', 'forest', 'health', 'amp', 'biodiversity', 'plant', 'trees', 'avoid', 'bush', 'burning', 'things', 'causes']"
whats really happening guysare effects melting icelands slowing increasing water levels world wide leading greater downpours flooding rivers swelling lakes real heed conservation measures pleas,africa,2020,September,"['whats', 'really', 'happening', 'guysare', 'effects', 'melting', 'icelands', 'slowing', 'increasing', 'water', 'levels', 'world', 'wide', 'leading', 'greater', 'downpours', 'flooding', 'rivers', 'swelling', 'lakes', 'real', 'heed', 'conservation', 'measures', 'pleas']"
seriouslyyou believe kibbutz afikim hazafon israel,africa,2020,September,"['seriouslyyou', 'believe', 'kibbutz', 'afikim', 'hazafon', 'israel']"
since 19 started everyone forgot amp,africa,2020,September,"['since', '19', 'started', 'everyone', 'forgot', 'amp']"
god terrible things woman yells minimum wage,africa,2020,September,"['god', 'terrible', 'things', 'woman', 'yells', 'minimum', 'wage']"
queen contribute discussions sure either tragic,africa,2020,September,"['queen', 'contribute', 'discussions', 'sure', 'either', 'tragic']"
warning news lately encouraging evacuation living close banks niger benue river real hell,africa,2020,August,"['warning', 'news', 'lately', 'encouraging', 'evacuation', 'living', 'close', 'banks', 'niger', 'benue', 'river', 'real', 'hell']"
deforestation,africa,2020,August,['deforestation']
strongly believe essential element response helps people understand address impact increases literacy among young people encourages changes attitudes behavior,africa,2020,August,"['strongly', 'believe', 'essential', 'element', 'response', 'helps', 'people', 'understand', 'address', 'impact', 'increases', 'literacy', 'among', 'young', 'people', 'encourages', 'changes', 'attitudes', 'behavior']"
tucker says china caused,africa,2020,August,"['tucker', 'says', 'china', 'caused']"
mother nature ugandas beautiful scenery called generals late 90s pearl africa seen tremendous current leaders form corruption end green land uganda pandemic,africa,2020,August,"['mother', 'nature', 'ugandas', 'beautiful', 'scenery', 'called', 'generals', 'late', '90s', 'pearl', 'africa', 'seen', 'tremendous', 'current', 'leaders', 'form', 'corruption', 'end', 'green', 'land', 'uganda', 'pandemic']"
sad anyone behind understand meaning environmental conservation pray god gives takes allow evil acts,africa,2020,August,"['sad', 'anyone', 'behind', 'understand', 'meaning', 'environmental', 'conservation', 'pray', 'god', 'gives', 'takes', 'allow', 'evil', 'acts']"
destruction forests humankinds undoingin science put things true perspective else come wrong prescriptionfloods carbon dioxide released tons mainly china usa india europe,africa,2020,August,"['destruction', 'forests', 'humankinds', 'undoingin', 'science', 'put', 'things', 'true', 'perspective', 'else', 'come', 'wrong', 'prescriptionfloods', 'carbon', 'dioxide', 'released', 'tons', 'mainly', 'china', 'usa', 'india', 'europe']"
biggest scams times 1 warming2 covid 193 iraq war wmds4 libya civil war,africa,2020,August,"['biggest', 'scams', 'times', '1', 'warming2', 'covid', '193', 'iraq', 'war', 'wmds4', 'libya', 'civil', 'war']"
natural disasters referring floods phenomenon consequence carbon dioxide industrialized countries,africa,2020,August,"['natural', 'disasters', 'referring', 'floods', 'phenomenon', 'consequence', 'carbon', 'dioxide', 'industrialized', 'countries']"
virus non sense stop anywhere magically getting vaccine anytime soon got bullshit quarantine back bitching sure greta new updates,africa,2020,August,"['virus', 'non', 'sense', 'stop', 'anywhere', 'magically', 'getting', 'vaccine', 'anytime', 'soon', 'got', 'bullshit', 'quarantine', 'back', 'bitching', 'sure', 'greta', 'new', 'updates']"
initiatives agbelobaloko 30 introduced oxford group africa increase percentage contribution agriculture nigerias gdp reduce unemployment combat enjoy bountiful roi lets build less oildependent economy,africa,2020,August,"['initiatives', 'agbelobaloko', '30', 'introduced', 'oxford', 'group', 'africa', 'increase', 'percentage', 'contribution', 'agriculture', 'nigerias', 'gdp', 'reduce', 'unemployment', 'combat', 'enjoy', 'bountiful', 'roi', 'lets', 'build', 'less', 'oildependent', 'economy']"
green power upglobal share wind solar energy doubled since 2015 made 10 electricity far 2020 world driving closer goals limit worst effects nigeria moving towards seeker76 10,africa,2020,August,"['green', 'power', 'upglobal', 'share', 'wind', 'solar', 'energy', 'doubled', 'since', '2015', 'made', '10', 'electricity', 'far', '2020', 'world', 'driving', 'closer', 'goals', 'limit', 'worst', 'effects', 'nigeria', 'moving', 'towards', 'seeker76', '10']"
charities deal human problems everyone ignoring,africa,2020,August,"['charities', 'deal', 'human', 'problems', 'everyone', 'ignoring']"
world track dangerous 2c since industrial revolution yet corporate lobbying groups blocking sciencebased laws 25 years stop ignoring time,africa,2020,July,"['world', 'track', 'dangerous', '2c', 'since', 'industrial', 'revolution', 'yet', 'corporate', 'lobbying', 'groups', 'blocking', 'sciencebased', 'laws', '25', 'years', 'stop', 'ignoring', 'time']"
,africa,2020,July,[]
dealing deadly pandemic stupid corrupt government genocides many grave issues war women war men self defense concern nothing tweet bbnaija witless beings,africa,2020,July,"['dealing', 'deadly', 'pandemic', 'stupid', 'corrupt', 'government', 'genocides', 'many', 'grave', 'issues', 'war', 'women', 'war', 'men', 'self', 'defense', 'concern', 'nothing', 'tweet', 'bbnaija', 'witless', 'beings']"
practices improves soil health increases farm yields conserves water limits pesticide sequesters carbon fight improve degraded soils multiple uses,africa,2020,July,"['practices', 'improves', 'soil', 'health', 'increases', 'farm', 'yields', 'conserves', 'water', 'limits', 'pesticide', 'sequesters', 'carbon', 'fight', 'improve', 'degraded', 'soils', 'multiple', 'uses']"
,africa,2020,July,[]
,africa,2020,July,[]
,africa,2020,July,[]
joke,africa,2020,July,['joke']
leather coming back real,africa,2020,July,"['leather', 'coming', 'back', 'real']"
would fix one problem create another discourage greenhouse gases ensuring compact fluorescent light bulbs used bulbs turned,africa,2020,July,"['would', 'fix', 'one', 'problem', 'create', 'another', 'discourage', 'greenhouse', 'gases', 'ensuring', 'compact', 'fluorescent', 'light', 'bulbs', 'used', 'bulbs', 'turned']"
would fix one problem create another discourage greenhouse gases ensuring compact fluorescent light bulbs used bulbs turned vote,africa,2020,July,"['would', 'fix', 'one', 'problem', 'create', 'another', 'discourage', 'greenhouse', 'gases', 'ensuring', 'compact', 'fluorescent', 'light', 'bulbs', 'used', 'bulbs', 'turned', 'vote']"
sadio mane single handedly reduce win individual award england,africa,2020,July,"['sadio', 'mane', 'single', 'handedly', 'reduce', 'win', 'individual', 'award', 'england']"
vegans causing eating plants,africa,2020,July,"['vegans', 'causing', 'eating', 'plants']"
dry weathers burnings contained wayward cinders could lead fire could raze homes buildings4 larger scale greenhouse gases carbon dioxide released atmosphere burning,africa,2020,July,"['dry', 'weathers', 'burnings', 'contained', 'wayward', 'cinders', 'could', 'lead', 'fire', 'could', 'raze', 'homes', 'buildings4', 'larger', 'scale', 'greenhouse', 'gases', 'carbon', 'dioxide', 'released', 'atmosphere', 'burning']"
foundation gky treeforest cover reduction long known release carbon dioxide contributing also direct impacts rainfall temperature increase temperature increases evaporation thus humidity atmosphere increases,africa,2020,July,"['foundation', 'gky', 'treeforest', 'cover', 'reduction', 'long', 'known', 'release', 'carbon', 'dioxide', 'contributing', 'also', 'direct', 'impacts', 'rainfall', 'temperature', 'increase', 'temperature', 'increases', 'evaporation', 'thus', 'humidity', 'atmosphere', 'increases']"
world peace fix problem,africa,2020,July,"['world', 'peace', 'fix', 'problem']"
yessir real,africa,2020,July,"['yessir', 'real']"
take healing nature gives back gets result places world battling issues deal flooding didnt small glaciers melted antarctica significant,africa,2020,July,"['take', 'healing', 'nature', 'gives', 'back', 'gets', 'result', 'places', 'world', 'battling', 'issues', 'deal', 'flooding', 'didnt', 'small', 'glaciers', 'melted', 'antarctica', 'significant']"
attributed one main reasonmost world shut period thanks covid19 greenhouse gas emissions last year relatively lower years slowed effects,africa,2020,July,"['attributed', 'one', 'main', 'reasonmost', 'world', 'shut', 'period', 'thanks', 'covid19', 'greenhouse', 'gas', 'emissions', 'last', 'year', 'relatively', 'lower', 'years', 'slowed', 'effects']"
coldest months kenya june july june relatively warmer normally also temperatures rise abruptly rise marginally years adverse effects felt generations come,africa,2020,July,"['coldest', 'months', 'kenya', 'june', 'july', 'june', 'relatively', 'warmer', 'normally', 'also', 'temperatures', 'rise', 'abruptly', 'rise', 'marginally', 'years', 'adverse', 'effects', 'felt', 'generations', 'come']"
lie time bring questions,africa,2020,July,"['lie', 'time', 'bring', 'questions']"
interstellar among greatest movies history hollywood science fiction encapsulated one movie,africa,2020,July,"['interstellar', 'among', 'greatest', 'movies', 'history', 'hollywood', 'science', 'fiction', 'encapsulated', 'one', 'movie']"
traffic wow real,africa,2020,July,"['traffic', 'wow', 'real']"
tweet 90 scientists think severe 2038 well hit temperatures shown hot enough wreck basic crops humanity relies upon,africa,2020,July,"['tweet', '90', 'scientists', 'think', 'severe', '2038', 'well', 'hit', 'temperatures', 'shown', 'hot', 'enough', 'wreck', 'basic', 'crops', 'humanity', 'relies', 'upon']"
trees less,africa,2020,July,"['trees', 'less']"
tropics account 70 world carbon means important climatic region absorb greenhouse emissions contributing lets protect tropical destruction world mark day tropics,africa,2020,June,"['tropics', 'account', '70', 'world', 'carbon', 'means', 'important', 'climatic', 'region', 'absorb', 'greenhouse', 'emissions', 'contributing', 'lets', 'protect', 'tropical', 'destruction', 'world', 'mark', 'day', 'tropics']"
effects top photo taken 2019 bbelow 2020 beach moved,africa,2020,June,"['effects', 'top', 'photo', 'taken', '2019', 'bbelow', '2020', 'beach', 'moved']"
tweet vetted approved,africa,2020,June,"['tweet', 'vetted', 'approved']"
arsenal contributing lowkey,africa,2020,June,"['arsenal', 'contributing', 'lowkey']"
literally happy destroying earth,africa,2020,June,"['literally', 'happy', 'destroying', 'earth']"
imagine 4 days gen encouraging,africa,2020,June,"['imagine', '4', 'days', 'gen', 'encouraging']"
game 5,africa,2020,June,"['game', '5']"
upon,africa,2020,June,['upon']
better prepare,africa,2020,June,"['better', 'prepare']"
guess earth stuck,africa,2020,June,"['guess', 'earth', 'stuck']"
2this make thinking deeply innocent plants animals dying drought result caused actions think livings,africa,2020,June,"['2this', 'make', 'thinking', 'deeply', 'innocent', 'plants', 'animals', 'dying', 'drought', 'result', 'caused', 'actions', 'think', 'livings']"
ozone layer constant threat day man first discovered fire osapa london,africa,2020,June,"['ozone', 'layer', 'constant', 'threat', 'day', 'man', 'first', 'discovered', 'fire', 'osapa', 'london']"
ozone layer constant threat day man first discovered fire lagos nigeria,africa,2020,June,"['ozone', 'layer', 'constant', 'threat', 'day', 'man', 'first', 'discovered', 'fire', 'lagos', 'nigeria']"
renewable energy entirely renewable end wrecks havoc hoping solve look closely bit research youll,africa,2020,June,"['renewable', 'energy', 'entirely', 'renewable', 'end', 'wrecks', 'havoc', 'hoping', 'solve', 'look', 'closely', 'bit', 'research', 'youll']"
danfaari atoh theyll claim afforestation buh baseless period genocide,africa,2020,June,"['danfaari', 'atoh', 'theyll', 'claim', 'afforestation', 'buh', 'baseless', 'period', 'genocide']"
producing amp consuming oil amp products affect environments many waysit major cause burning fuel releases carbon dioxide amp causing greenhouse effect drilling damages environment chemicals used separate oil water,africa,2020,June,"['producing', 'amp', 'consuming', 'oil', 'amp', 'products', 'affect', 'environments', 'many', 'waysit', 'major', 'cause', 'burning', 'fuel', 'releases', 'carbon', 'dioxide', 'amp', 'causing', 'greenhouse', 'effect', 'drilling', 'damages', 'environment', 'chemicals', 'used', 'separate', 'oil', 'water']"
okay soo cold buana starting doubt,africa,2020,June,"['okay', 'soo', 'cold', 'buana', 'starting', 'doubt']"
enough people care autism diabetes helps everyone tiny fraction actively participate seth godin,africa,2020,June,"['enough', 'people', 'care', 'autism', 'diabetes', 'helps', 'everyone', 'tiny', 'fraction', 'actively', 'participate', 'seth', 'godin']"
keep focus mountain saw yesterday nikipita picture taken 2014 june gallery never like washed away snow back yearn reach year,africa,2020,June,"['keep', 'focus', 'mountain', 'saw', 'yesterday', 'nikipita', 'picture', 'taken', '2014', 'june', 'gallery', 'never', 'like', 'washed', 'away', 'snow', 'back', 'yearn', 'reach', 'year']"
ii check tweets,africa,2020,June,"['ii', 'check', 'tweets']"
oceans play vital part regulating acting buffer warminghere choose celebrate jumping like ocean hot pollution real people,africa,2020,June,"['oceans', 'play', 'vital', 'part', 'regulating', 'acting', 'buffer', 'warminghere', 'choose', 'celebrate', 'jumping', 'like', 'ocean', 'hot', 'pollution', 'real', 'people']"
knowhere random facts never knew,africa,2020,June,"['knowhere', 'random', 'facts', 'never', 'knew']"
oceans absorb 30 carbon dioxide produced humans buffering impacts one multiple reasons celebrate,africa,2020,June,"['oceans', 'absorb', '30', 'carbon', 'dioxide', 'produced', 'humans', 'buffering', 'impacts', 'one', 'multiple', 'reasons', 'celebrate']"
cause deforestation alarming rates results,africa,2020,June,"['cause', 'deforestation', 'alarming', 'rates', 'results']"
looks like concentrated select villages,africa,2020,June,"['looks', 'like', 'concentrated', 'select', 'villages']"
day involves raising awareness emerging environmental issues marine pollution human overpopulation sustainable consumption wildlife crime,africa,2020,June,"['day', 'involves', 'raising', 'awareness', 'emerging', 'environmental', 'issues', 'marine', 'pollution', 'human', 'overpopulation', 'sustainable', 'consumption', 'wildlife', 'crime']"
,africa,2020,June,[]
facts check caused capitalismmen,africa,2020,May,"['facts', 'check', 'caused', 'capitalismmen']"
view point western pagans causes hands dirty must right path face full weight allah punishment,africa,2020,May,"['view', 'point', 'western', 'pagans', 'causes', 'hands', 'dirty', 'must', 'right', 'path', 'face', 'full', 'weight', 'allah', 'punishment']"
blacks aint tweeting dia like matter cold,africa,2020,May,"['blacks', 'aint', 'tweeting', 'dia', 'like', 'matter', 'cold']"
ehm hellooooglobal world peace recycling method environmental conservation,africa,2020,May,"['ehm', 'hellooooglobal', 'world', 'peace', 'recycling', 'method', 'environmental', 'conservation']"
real theres dire need urgent action proved world village problems regarding environmental degradation lie within solutions,africa,2020,May,"['real', 'theres', 'dire', 'need', 'urgent', 'action', 'proved', 'world', 'village', 'problems', 'regarding', 'environmental', 'degradation', 'lie', 'within', 'solutions']"
danger drowning click link bio detail east,africa,2020,May,"['danger', 'drowning', 'click', 'link', 'bio', 'detail', 'east']"
